Empresa;Projeto;Categoria;jan/24;fev/24;mar/24;abr/24;mai/24;jun/24;jul/24;ago/24;set/24;out/24;nov/24;dez/24;jan/25;fev/25;mar/25;abr/25;mai/25;jun/25;jul/25;ago/25;set/25;out/25;nov/25;dez/25;jan/26;
Mar_BR;Rossi Advogados;Corretiva - B2G;;;;;;;;;;;;;;;;;;;22;17;41;;9;;3;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Corretiva - B2G;;;;;;;;;;;;;;;;;;19212;22993;13071;28422;19795;14537;20119;15507;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Corretiva - B2G;;;;;;;;;;;;;;;;;;1681;1841;1154;2594;2250;7069;2945;2698;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Corretiva - B2G;;;;;;;;;;;;;;;;;;;;;;;913;883;913;
Mar_BR;São Paulo CRSN PSP 6018/2025;Corretiva - B2G;;;;;;;;;;;;;;;;;;;;;;;546;485;5831;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Credenciado Operacional;;;;;;;;;;;;;;;;;;;;;1652;1956;5091;5985;10134;
Mar_BR;Bertioga SEDUC 378/2024 54/2024;Credenciado Operacional;;;;;;;;;;;;;;;;;;3944;7934;8500;4100;;;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Credenciado Operacional;;;;;;;;;;;;;;;;;;4329;84;130;344;536;2354;174;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Credenciado Operacional;;;;;;;;;;;;;;;;;;141;122;218;;;;138;;
Mar_BR;Eventuais B2G;Credenciado Operacional;;;;;;;;;;;;;;;;;;68;;;;;;;;
Mar_BR;Rede Alpha;Credenciado Operacional;;;;;;;;;;;;;;;;;;6;6;10;;11;12;13;204;
Mar_BR;Rossi Advogados;Credenciado Operacional;;;;;;;;;;;;;;;;;;2;2;3;;4;4;3;393;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Credenciado Operacional;;;;;;;;;;;;;;;;;;25905;22537;40154;27221;23576;29637;31137;41766;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Credenciado Operacional;;;;;;;;;;;;;;;;;;114;136;206;482;789;4053;4249;5482;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Credenciado Operacional;;;;;;;;;;;;;;;;;;;;;;;;176;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Credenciado Operacional;;;;;;;;;;;;;;;;;;;;;;103;119;97;795;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Preventiva - B2G;;;;;;;;;;;;;;;;;;;;;;738;46;208;337;
Mar_BR;Bertioga SEDUC 378/2024 54/2024;Preventiva - B2G;;;;;;;;;;;;;;;;;;;;;110;;;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Preventiva - B2G;;;;;;;;;;;;;;;;;;20;139;289;250;266;56;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Preventiva - B2G;;;;;;;;;;;;;;;;;;;204;484;;;;;;
Mar_BR;Eventuais B2G;Preventiva - B2G;;;;;;;;;;;;;;;;;;18;;;254;;;;;
Mar_BR;Rede Alpha;Preventiva - B2G;;;;;;;;;;;;;;;;;;;11;22;22;4;3;;;
Mar_BR;Rossi Advogados;Preventiva - B2G;;;;;;;;;;;;;;;;;;;4;8;7;1;1;;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Preventiva - B2G;;;;;;;;;;;;;;;;;;270;2247;4434;3654;2644;879;240;2607;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Preventiva - B2G;;;;;;;;;;;;;;;;;;1828;227;459;398;1143;96;26;282;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Preventiva - B2G;;;;;;;;;;;;;;;;;;;;;;;;22;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Preventiva - B2G;;;;;;;;;;;;;;;;;;;;;;;45;12;134;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Terceirização de Mão de Obra;;;;;;;;;;;;;;;;;;;;;;12894;;34726;8977;
Mar_BR;Bertioga SEDUC 378/2024 54/2024;Terceirização de Mão de Obra;;;;;;;;;;;;;;;;;;912;742;1306;;;;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Terceirização de Mão de Obra;;;;;;;;;;;;;;;;;;7117;6829;5668;8924;2686;3274;;;
Mar_BR;Eventuais B2G;Terceirização de Mão de Obra;;;;;;;;;;;;;;;;;;1123;1234;864;864;;;;;
Mar_BR;Rede Alpha;Terceirização de Mão de Obra;;;;;;;;;;;;;;;;;;96;106;0;74;;;;;
Mar_BR;Rossi Advogados;Terceirização de Mão de Obra;;;;;;;;;;;;;;;;;;34;37;0;26;;;;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Terceirização de Mão de Obra;;;;;;;;;;;;;;;;;;34947;40780;47253;41740;38145;51202;40163;69841;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;435;;2822;739;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;91;89;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;;302;240;;
Mar_BR;Rede Alpha;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;;7;23;40;
Mar_BR;Rossi Advogados;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;;3;6;10;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;1159;1395;3264;5749;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;127;152;356;627;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;;;305;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;;72;168;296;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;;;1127;95;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;76;177;79;198;;;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;134;258;132;;;;;;
Mar_BR;Eventuais B2G;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;65;;;201;;3623;;;
Mar_BR;Rede Alpha;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;6;14;6;18;;;;;
Mar_BR;Rossi Advogados;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;2;5;2;5;;;;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;1108;2571;1154;2887;;;1303;737;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;110;287;126;314;;;142;80;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;;;122;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;;;67;38;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;810;;963;144;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;53;162;70;165;579;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;77;270;94;;12;3;;
Mar_BR;D.Z.M;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;757;757;;500;;;;;
Mar_BR;Eventuais B2G;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;9;;;;;
Mar_BR;Rede Alpha;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;4;13;1;;44;0;;
Mar_BR;Rossi Advogados;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;1;4;0;;15;0;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;890;2356;1017;1580;10886;1113;1183;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;86;257;102;173;988;121;120;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;;;104;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;;467;57;57;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;360;;354;1089;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;75;;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;;;30;;
Mar_BR;Rede Alpha;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;;;3;5;
Mar_BR;Rossi Advogados;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;;;1;1;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;4000;;4500;1500;3960;4000;6409;5443;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;105;1000;1045;1076;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;;;38;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;;;21;36;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;1312;;473;;
Mar_BR;Bertioga SEDUC 378/2024 54/2024;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;250;;628;378;;125;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;294;358;181;273;125;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;63;180;;;;;;
Mar_BR;Eventuais B2G;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;184;;477;;;
Mar_BR;Rede Alpha;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;3;8;16;;;;;
Mar_BR;Rossi Advogados;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;1;3;5;;;;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;2357;2302;5115;4776;8498;2781;1096;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;71;171;288;383;;14;;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;;;12;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;;;;;6;610;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;37;;478;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;8;;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;41;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;4;;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;1;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;99;;553;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;11;;60;;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;52;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;29;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;686;12;1089;602;
Mar_BR;Bertioga SEDUC 378/2024 54/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;67;117;;;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;84;144;368;60;143;120;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;148;212;615;;;316;74;;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;71;;;61;;;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;6;11;28;5;;9;7;15;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;2;4;10;2;;3;2;4;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;1297;2104;5424;963;1932;1695;1095;2190;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;121;234;584;134;337;383;150;391;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;37;;237;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;87;56;217;
Mar_BR;São Paulo SmartSampa SMSU PSP 6029/2025 055/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;;188;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;89;;145;102;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;12;32;32;21;19;16;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;21;47;54;;;55;12;;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;10;;;21;;;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;1;2;2;2;;1;1;6;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;0;1;1;1;;0;0;1;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;172;468;467;301;237;256;168;794;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;17;52;51;33;26;28;18;87;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;16;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;13;9;41;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;;72;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;27;23;22;2;;28;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;47;33;37;;;;;;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;23;;;2;;;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;2;2;2;0;;2;;4;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;1;1;1;0;;1;;1;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;388;328;325;33;;441;;562;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;38;37;35;4;;48;;61;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;23;;29;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;4;;4;;;;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;7;;7;;;;;;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;3;;;;;;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;0;;0;;;;;;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;0;;0;;;;;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;56;;60;;;;;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;5;;7;;;;;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;31;;205;36;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;11;15;6;2;6;26;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;19;21;11;;;72;17;;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;9;;;2;;;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;1;1;1;0;;2;2;2;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;0;0;0;0;;1;0;1;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;155;212;95;24;82;412;287;1084;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;15;24;10;3;9;45;26;156;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;22;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;21;12;15;
Mar_BR;São Paulo SmartSampa SMSU PSP 6029/2025 055/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;;79;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;527;;;494;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;119;117;127;120;110;146;146;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;211;171;212;;;492;492;;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;102;;;122;;;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;9;9;10;11;;12;12;27;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;3;3;3;3;;4;4;7;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;1741;1705;1852;1750;1406;2275;2275;3841;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;172;191;202;191;154;248;248;419;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;117;117;198;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;15;16;;218;;;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;27;23;;;;;;;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;13;;;222;;;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;1;1;;20;;;;;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;0;0;;6;;;;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;219;231;;3187;;;;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;22;26;;347;;;;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;321;;446;279;
Mar_BR;Bertioga SEDUC 378/2024 54/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;108;112;;;;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;37;33;32;32;67;;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;65;48;54;;;;29;;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;31;;;33;;;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;3;3;3;3;;;3;9;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;1;1;1;1;;;1;2;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;538;474;469;468;855;;389;1323;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;53;53;51;51;94;;42;144;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;36;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;20;68;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;3;2;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;15;16;18;22;;4;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;27;23;30;;;1;0;;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;13;;;23;;;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;1;1;1;2;;0;0;0;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;0;0;0;1;;0;0;0;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;222;233;262;326;;58;4;15;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;22;26;28;36;;71;0;29;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;96;45;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;3;0;1;
Mar_BR;São Paulo SmartSampa SMSU PSP 6029/2025 055/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;;75;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;;213;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;;12;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;;3;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;;1660;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;;181;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;;86;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;1931;;3160;398;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;220;402;178;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;601;269;;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;223;;;;;
Mar_BR;Mar Brasil - Rateio;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;;4023;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;20;;14;26;22;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;6;;5;6;6;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;3205;5149;2778;3656;3099;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;349;563;303;398;338;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;342;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;143;188;160;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;89;;101;14;
Mar_BR;Bertioga SEDUC 378/2024 54/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;71;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;13;8;6;14;19;82;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;23;11;10;;;38;9;;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;11;;;14;;;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;1;1;0;1;;1;1;1;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;0;0;0;0;;0;0;0;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;189;110;89;204;238;177;117;109;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;19;12;10;22;26;19;13;12;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;11;;
